Tag,Normalized,Count,Status,Variants
"mon-wed-fri","mon wed fri",1,"other",""
"long-term exhibition","long term exhibition",1,"other",""
"riddle-themed","riddle themed",1,"other",""
"pizza-friendly","pizza friendly",1,"other",""
"staff-led","staff led",1,"other",""
"one-hour","one hour",1,"other",""
"lapsit","lapsit",1,"other",""
"church-affiliated","church affiliated",1,"other",""
"ages 7 and under","ages 7 and under",1,"other",""
"traditional jazz","traditional jazz",1,"other",""
"hosted-karaoke","hosted karaoke",1,"other",""
"recurring weekly","recurring weekly",1,"other",""
"piano","piano",1,"other",""
"faculty artist","faculty artist",1,"other",""
"beer deal","beer deal",1,"other",""
"bar/restaurant","bar/restaurant",1,"other",""
"mens circle","mens circle",1,"other",""
"clay arts","clay arts",1,"other",""
"daytime activity","daytime activity",1,"other",""
"female ensemble","female ensemble",1,"other",""
"gallery talk","gallery talk",1,"other",""
"tourism board","tourism board",1,"other",""
"isolation technique","isolation technique",1,"other",""
"workout","workout",1,"other",""
"live podcast","live podcast",1,"other",""
"chef-talk","chef talk",1,"other",""
"hospitality","hospitality",1,"other",""
"benefit-event","benefit event",1,"other",""
"in-person gathering","in person gathering",1,"other",""
"jamband","jamband",1,"other",""
"supergroup","supergroup",1,"other",""
"support: rich ruth","support: rich ruth",1,"other",""
"indoor-gathering","indoor gathering",1,"other",""
"first-come signups","first come signups",1,"other",""
"cheerleading","cheerleading",1,"other",""
"competitive cheer","competitive cheer",1,"other",""
"youth sports","youth sports",1,"other",""
"cat cuddles","cat cuddles",1,"other",""
"queer nightlife","queer nightlife",1,"other",""
"electric instruments","electric instruments",1,"other",""
"signup onsite","signup onsite",1,"other",""
"eclectic acts","eclectic acts",1,"other",""
"dexterity game","dexterity game",1,"other",""
"dynamic yoga","dynamic yoga",1,"other",""
"devotional-chanting","devotional chanting",1,"other",""
"community-singing","community singing",1,"other",""
"locally grown produce","locally grown produce",1,"other",""
"watercolor","watercolor",1,"other",""
"all materials included","all materials included",1,"other",""
"social sports meetup","social sports meetup",1,"other",""
"on-site-signups","on site signups",1,"other",""
"peaceful","peaceful",1,"other",""
"noise-free zone","noise free zone",1,"other",""
"small ensemble","small ensemble",1,"other",""
"class based","class based",1,"other",""
"alignment","alignment",1,"other",""
"skateshop gallery","skateshop gallery",1,"other",""
"signup on arrival","signup on arrival",1,"other",""
"mandolin-centric","mandolin centric",1,"other",""
"collaborative jam","collaborative jam",1,"other",""
"pizza available","pizza available",1,"other",""
"community resource","community resource",1,"other",""
"early evening","early evening",1,"other",""
"literary connection","literary connection",1,"other",""
"improv jams","improv jams",1,"other",""
"surprise-guest","surprise guest",1,"other",""
"curated-lineup","curated lineup",1,"other",""
"martial-arts influence","martial arts influence",1,"other",""
"community center event","community center event",1,"other",""
"poverty awareness","poverty awareness",1,"other",""
"lived-experience-led","lived experience led",1,"other",""
"resource-navigation","resource navigation",1,"other",""
"advocacy","advocacy",1,"other",""
"pop-science","pop science",1,"other",""
"nonfiction","nonfiction",1,"other",""
"policy and politics","policy and politics",1,"other",""
"library meetup","library meetup",1,"other",""
"weekly gathering","weekly gathering",1,"other",""
"irish folk","irish folk",1,"other",""
"grunge-influenced","grunge influenced",1,"other",""
"jazz quartet","jazz quartet",1,"other",""
"upbeat party vibe","upbeat party vibe",1,"other",""
"parent-caregiver","parent caregiver",1,"other",""
"arboretum-site","arboretum site",1,"other",""
"phone-driven","phone driven",1,"other",""
"peaceful atmosphere","peaceful atmosphere",1,"other",""
"canadian artist","canadian artist",1,"other",""
"deckbuilding","deckbuilding",1,"other",""
"architecture exhibition","architecture exhibition",1,"other",""
"historic architecture","historic architecture",1,"other",""
"architect biographies","architect biographies",1,"other",""
"card-game social","card game social",1,"other",""
"post-church","post church",1,"other",""
"residency","residency",1,"other",""
"firecracker jazz band","firecracker jazz band",1,"other",""
"nye celebration","nye celebration",1,"other",""
"crow & quill","crow & quill",1,"other",""
"mills river","mills river",1,"other",""
"men's circle","men's circle",1,"other",""
"children 13-and-under","children 13 and under",1,"other",""
"cat-friendly","cat friendly",1,"other",""
"coloring-book-session","coloring book session",1,"other",""
"interactive format","interactive format",1,"other",""
"ondara","ondara",1,"other",""
"the jet stone conspiracy","the jet stone conspiracy",1,"other",""
"full-band","full band",1,"other",""
"grey eagle music hall","grey eagle music hall",1,"other",""
"mobility and flexibility","mobility and flexibility",1,"other",""
"creativity circle","creativity circle",1,"other",""
"soul-reset","soul reset",1,"other",""
"book-based readings","book based readings",1,"other",""
"yin-yang","yin yang",1,"other",""
"compassion-building","compassion building",1,"other",""
"in-person circle","in person circle",1,"other",""
"swing jazz","swing jazz",1,"other",""
"listening-friendly","listening friendly",1,"other",""
"pacific northwest art","pacific northwest art",1,"other",""
"vintage market","vintage market",1,"other",""
"clothes and jewelry","clothes and jewelry",1,"other",""
"spiritual gathering","spiritual gathering",1,"other",""
"mixed-acts","mixed acts",1,"other",""
"all-femme comedy","all femme comedy",1,"other",""
"staff-guided","staff guided",1,"other",""
"orientation","orientation",1,"other",""
"byo-instrument","byo instrument",1,"other",""
"casual crowd","casual crowd",1,"other",""
"funk-jazz-soul","funk jazz soul",1,"other",""
"afrobeat-reggae","afrobeat reggae",1,"other",""
"pop rock funk","pop rock funk",1,"other",""
"music bingo game","music bingo game",1,"other",""
"restaurant bar","restaurant bar",1,"other",""
"live covers","live covers",1,"other",""
"balancing practice","balancing practice",1,"other",""
"latin music","latin music",1,"other",""
"late-night vibe","late night vibe",1,"other",""
"great american songbook","great american songbook",1,"other",""
"concert-hall","concert hall",1,"other",""
"clothing swap","clothing swap",1,"other",""
"mending workshop","mending workshop",1,"other",""
"sustainable fashion","sustainable fashion",1,"other",""
"tool library venue","tool library venue",1,"other",""
"performers","performers",1,"other",""
"earthfare","earthfare",1,"other",""
"religious","religious",1,"other",""
"retro-ski-vibe","retro ski vibe",1,"other",""
"dance-floor","dance floor",1,"other",""
"buddhist approach","buddhist approach",1,"other",""
"guitar-violin-bass trio","guitar violin bass trio",1,"other",""
"swing instrumental","swing instrumental",1,"other",""
"atheist discussion","atheist discussion",1,"other",""
"casual group","casual group",1,"other",""
"public meeting space","public meeting space",1,"other",""
"jam-band-energy","jam band energy",1,"other",""
"guitar-virtuoso","guitar virtuoso",1,"other",""
"african diaspora focus","african diaspora focus",1,"other",""
"recurring monthly","recurring monthly",1,"other",""
"casual fun","casual fun",1,"other",""
"whimsical","whimsical",1,"other",""
"designer meetup","designer meetup",1,"other",""
"womens circle","womens circle",1,"other",""
"mature women","mature women",1,"other",""
"community night","community night",1,"other",""
"microbrewery event","microbrewery event",1,"other",""
"weaverville yoga studio","weaverville yoga studio",1,"other",""
"resident djs","resident djs",1,"other",""
"collection spotlight","collection spotlight",1,"other",""
"clay community","clay community",1,"other",""
"center for spiritual living","center for spiritual living",1,"other",""
"material-driven","material driven",1,"other",""
"interactive trivia","interactive trivia",1,"other",""
"eclectic rock","eclectic rock",1,"other",""
"genre-fluid","genre fluid",1,"other",""
"improvisational jams","improvisational jams",1,"other",""
"certified-program","certified program",1,"other",""
"parent-and-child","parent and child",1,"other",""
"burial-beer","burial beer",1,"other",""
"casual drinks","casual drinks",1,"other",""
"class series","class series",1,"other",""
"sober meeting","sober meeting",1,"other",""
"pizza","pizza",1,"other",""
"western nc","western nc",1,"other",""
"recreation center venue","recreation center venue",1,"other",""
"metal","metal",1,"other",""
"black metal","black metal",1,"other",""
"horror punk","horror punk",1,"other",""
"crust","crust",1,"other",""
"immersive-lighting","immersive lighting",1,"other",""
"weekend special","weekend special",1,"other",""
"nonclinical","nonclinical",1,"other",""
"amateur-performers","amateur performers",1,"other",""
"djangoreinhardt-influenced","djangoreinhardt influenced",1,"other",""
"group activity","group activity",1,"other",""
"who-gave-this-bitch-a-mic","who gave this bitch a mic",1,"other",""
"historic campus","historic campus",1,"other",""
"jean charlot frescos","jean charlot frescos",1,"other",""
"museum-led","museum led",1,"other",""
"baked goods","baked goods",1,"other",""
"artisan vendors","artisan vendors",1,"other",""
"healing arts","healing arts",1,"other",""
"fan training","fan training",1,"other",""
"team activity","team activity",1,"other",""
"fantasy art","fantasy art",1,"other",""
"animal studies","animal studies",1,"other",""
"taproom setting","taproom setting",1,"other",""
"daytime","daytime",1,"other",""
"look homeward angel","look homeward angel",1,"other",""
"deadheads","deadheads",1,"other",""
"music sharing","music sharing",1,"other",""
"third room venue","third room venue",1,"other",""
"female-led band","female led band",1,"other",""
"sign-ups on-site","sign ups on site",1,"other",""
"rotating-exhibitions","rotating exhibitions",1,"other",""
"volunteer-educators","volunteer educators",1,"other",""
"gallery-wed-sun","gallery wed sun",1,"other",""
"mobile-branch","mobile branch",1,"other",""
"pick-up","pick up",1,"other",""
"16+ players","16+ players",1,"other",""
"hosts ida carolina and priscilla","hosts ida carolina and priscilla",1,"other",""
"invigorating","invigorating",1,"other",""
"infant storytime","infant storytime",1,"other",""
"regional craft","regional craft",1,"other",""
"wine specials","wine specials",1,"other",""
"peer socializing","peer socializing",1,"other",""
"barroom","barroom",1,"other",""
"manuscript illumination","manuscript illumination",1,"other",""
"weekly tuesday night","weekly tuesday night",1,"other",""
"recovery-focused","recovery focused",1,"other",""
"supporters-welcome","supporters welcome",1,"other",""
"budget-friendly","budget friendly",1,"other",""
"tedx-style","tedx style",1,"other",""
"education policy","education policy",1,"other",""
"educator-focused","educator focused",1,"other",""
"community forum","community forum",1,"other",""
"democracy-centered","democracy centered",1,"other",""
"breath-focused","breath focused",1,"other",""
"black literature","black literature",1,"other",""
"african diaspora","african diaspora",1,"other",""
"discussion-focused","discussion focused",1,"other",""
"party-vibes","party vibes",1,"other",""
"fiddle-and-banjo","fiddle and banjo",1,"other",""
"drop-in jam","drop in jam",1,"other",""
"sunday regular","sunday regular",1,"other",""
"weekly happy hour","weekly happy hour",1,"other",""
"taproom event","taproom event",1,"other",""
"social pub trivia","social pub trivia",1,"other",""
"hosted-by-kadeem","hosted by kadeem",1,"other",""
